input_phrase,normalized_phrase,disease_key,diagnosis,icd10,category,population,priority,match_type,rx_now_rows,swap_rows,restricted_rows,antibiotic_rows_present,runtime_policy,red_flags,notes
vaginal discharge infection,vaginal_discharge_infection,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,2,alias,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
mixed vaginal discharge,mixed_vaginal_discharge,vaginal_mixed_infection_adult,Vaginal mixed-infection support,,GU/vaginal,adult,3,alias,3,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
vertigo,vertigo,vertigo_adult,Peripheral vertigo / dizziness,,Neuro/vertigo,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dizzy spinning,dizzy_spinning,vertigo_adult,Peripheral vertigo / dizziness,,Neuro/vertigo,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fever body ache,fever_body_ache,viral_fever_bodyache_adult,Viral fever / body ache,,general,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
viral fever,viral_fever,viral_fever_bodyache_adult,Viral fever / body ache,,general,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
body ache,body_ache,viral_fever_bodyache_adult,Viral fever / body ache,,general,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
fever child support,fever_child_support,viral_fever_peds_support,Pediatric viral fever support,,general,pediatric,1,exact,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
viral fever child,viral_fever_child,viral_fever_peds_support,Pediatric viral fever support,,general,pediatric,2,alias,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
child fever support,child_fever_support,viral_fever_peds_support,Pediatric viral fever support,,general,pediatric,3,alias,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
b12 deficiency,b12_deficiency,vitamin_b12_deficiency_over16_review,Vitamin B12 deficiency over 16 review,,Chronic/vitamin,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
numbness low b12,numbness_low_b12,vitamin_b12_deficiency_over16_review,Vitamin B12 deficiency over 16 review,,Chronic/vitamin,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
vaginal candidiasis,vaginal_candidiasis,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,1,exact,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
yeast infection,yeast_infection,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,2,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
itchy fungal vaginal discharge,itchy_fungal_vaginal_discharge,vulvovaginal_candidiasis_adult,Vulvovaginal candidiasis,,Skin/fungal,adult,3,alias,3,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
wart,wart,wart_localized_adult,Localized wart treatment,,Skin/keratolytic,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized wart,localized_wart,wart_localized_adult,Localized wart treatment,,Skin/keratolytic,adult,2,alias,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
corn topical wart,corn_topical_wart,wart_localized_adult,Localized wart treatment,,Skin/keratolytic,adult,3,alias,0,0,0,NO,restricted_only_show_safety_line,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
watery red eye,watery_red_eye,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,1,exact,5,2,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
non purulent red eye,non_purulent_red_eye,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,2,alias,5,2,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
red watery eye,red_watery_eye,watery_red_eye_nonpurulent_adult,Watery red eye (non-purulent),,Eye,adult,3,alias,5,2,0,NO,rx_now_plus_swaps,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
constipation,constipation,constipation_adult_rescue,Constipation rescue / short-course laxative support,,GI/constipation,adult,1,v4_added_exact,0,1,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
hard stool,hard_stool,constipation_adult_rescue,Constipation rescue / short-course laxative support,,GI/constipation,adult,2,v4_added_alias,0,1,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
constipation adult,constipation_adult,constipation_adult_rescue,Constipation rescue / short-course laxative support,,GI/constipation,adult,3,v4_added_alias,0,1,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
constipation child,constipation_child,constipation_peds_rescue,Pediatric constipation rescue support,,GI/constipation,pediatric,1,v4_added_exact,0,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
constipation peds,constipation_peds,constipation_peds_rescue,Pediatric constipation rescue support,,GI/constipation,pediatric,2,v4_added_alias,0,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
hemorrhoid,hemorrhoid,hemorrhoid_symptom_support_adult,Hemorrhoid symptom adjunct support,,GI/rectal,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
piles,piles,hemorrhoid_symptom_support_adult,Hemorrhoid symptom adjunct support,,GI/rectal,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
contraception refill,contraception_refill,contraception_review_adult,Contraception continuation / eligibility review,,GU/contraception,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
ocp refill,ocp_refill,contraception_review_adult,Contraception continuation / eligibility review,,GU/contraception,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
birth control pill,birth_control_pill,contraception_review_adult,Contraception continuation / eligibility review,,GU/contraception,adult,3,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
hypertension med refill,hypertension_med_refill,hypertension_chronic_review_adult,Hypertension chronic medication continuation review,,Chronic/CV,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
bp med refill,bp_med_refill,hypertension_chronic_review_adult,Hypertension chronic medication continuation review,,Chronic/CV,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
bph med refill,bph_med_refill,bph_luts_review_adult,BPH / LUTS chronic medication review,,GU/urology,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
luts male,luts_male,bph_luts_review_adult,BPH / LUTS chronic medication review,,GU/urology,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
earwax,earwax,cerumen_impaction_adult,Cerumen impaction / earwax support,,ENT/ear,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
cerumen,cerumen,cerumen_impaction_adult,Cerumen impaction / earwax support,,ENT/ear,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
iron supplement,iron_supplement,iron_folate_supplement_review,Iron/folate supplement review,,Chronic/vitamin,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
anemia supplement,anemia_supplement,iron_folate_supplement_review,Iron/folate supplement review,,Chronic/vitamin,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
vitamin c supplement,vitamin_c_supplement,vitamin_c_supplement_review,Vitamin C supplement reference,,Chronic/vitamin,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
antiplatelet refill,antiplatelet_refill,chronic_antiplatelet_review_adult,Chronic antiplatelet continuation review,,Chronic/CV,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
aspirin refill,aspirin_refill,chronic_antiplatelet_review_adult,Chronic antiplatelet continuation review,,Chronic/CV,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
antiepileptic refill,antiepileptic_refill,seizure_medication_continuation_review,Antiepileptic chronic continuation review,,Chronic/neurology,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
phenytoin refill,phenytoin_refill,seizure_medication_continuation_review,Antiepileptic chronic continuation review,,Chronic/neurology,adult,2,v4_added_alias,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
herbal product reference,herbal_product_reference,herbal_product_reference,Herbal/alternative product reference only,,Reference,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
rowatinex,rowatinex,urinary_stone_support_reference,Urinary stone supplement reference only,,ENT/URI-cough,adult,1,v4_added_exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,V4 added phrase for mapped product groups; reference/restricted rows do not show in FAST MODE unless allowed.
